1,0,1
2,0,2
3,0,3
4,0,4
5,0,5
6,0,6
7,0,7
8,0,8
9,0,9
10,1,11
11,0,11
12,1,33
13,1,44
14,1,55
15,1,66
16,1,77
17,1,88
18,1,99
19,2,121
20,1,22
21,1,33
22,0,22
23,1,55
24,1,66
25,1,77
26,1,88
27,1,99
28,2,121
29,1,121
30,1,33
31,1,44
32,1,55
33,0,33
34,1,77
35,1,88
36,1,99
37,2,121
38,1,121
39,2,363
40,1,44
41,1,55
42,1,66
43,1,77
44,0,44
45,1,99
46,2,121
47,1,121
48,2,363
49,2,484
50,1,55
51,1,66
52,1,77
53,1,88
54,1,99
55,0,55
56,1,121
57,2,363
58,2,484
59,3,1111
60,1,66
61,1,77
62,1,88
63,1,99
64,2,121
65,1,121
66,0,66
67,2,484
68,3,1111
69,4,4884
70,1,77
71,1,88
72,1,99
73,2,121
74,1,121
75,2,363
76,2,484
77,0,77
78,4,4884
79,6,44044
80,1,88
81,1,99
82,2,121
83,1,121
84,2,363
85,2,484
86,3,1111
87,4,4884
88,0,88
89,24,8813200023188
90,1,99
91,2,121
92,1,121
93,2,363
94,2,484
95,3,1111
96,4,4884
97,0,0
98,24,8813200023188
99,0,99
100,1,101
101,0,101
102,1,303
103,1,404
104,1,505
105,1,606
106,1,707
107,1,808
108,1,909
109,2,1111
110,1,121
111,0,111
112,1,323
113,1,424
114,1,525
115,1,626
116,1,727
117,1,828
118,1,929
119,2,1331
120,1,141
121,0,121
122,1,343
123,1,444
124,1,545
125,1,646
126,1,747
127,1,848
128,1,949
129,2,1551
130,1,161
131,0,131
132,1,363
133,1,464
134,1,565
135,1,666
136,1,767
137,1,868
138,1,969
139,2,1771
140,1,181
141,0,141
142,1,383
143,1,484
144,1,585
145,1,686
146,1,787
147,1,888
148,1,989
149,2,1991
150,2,303
151,0,151
152,2,707
153,2,909
154,2,1111
155,3,4444
156,3,6666
157,3,8888
158,3,11011
159,2,1221
160,2,343
161,0,161
162,2,747
163,2,949
164,3,2662
165,3,4884
166,5,45254
167,11,88555588
168,3,13431
169,2,1441
170,2,383
171,0,171
172,2,787
173,2,989
174,4,5115
175,4,9559
176,5,44044
177,15,8836886388
178,3,15851
179,2,1661
180,3,747
181,0,181
182,6,45254
183,4,13431
184,3,2552
185,3,4774
186,3,6996
187,23,8813200023188
188,7,233332
189,2,1881
190,7,45254
191,0,191
192,4,6996
193,8,233332
194,3,2992
195,4,9339
196,0,0
197,7,881188
198,5,79497
199,3,3113
200,1,202
201,1,303
202,0,202
203,1,505
204,1,606
205,1,707
206,1,808
207,1,909
208,2,1111
209,1,1111
210,1,222
211,1,323
212,0,212
213,1,525
214,1,626
215,1,727
216,1,828
217,1,929
218,2,1331
219,2,2442
220,1,242
221,1,343
222,0,222
223,1,545
224,1,646
225,1,747
226,1,848
227,1,949
228,2,1551
229,2,2662
230,1,262
231,1,363
232,0,232
233,1,565
234,1,666
235,1,767
236,1,868
237,1,969
238,2,1771
239,2,2882
240,1,282
241,1,383
242,0,242
243,1,585
244,1,686
245,1,787
246,1,888
247,1,989
248,2,1991
249,3,5115
250,2,505
251,2,707
252,0,252
253,2,1111
254,3,4444
255,3,6666
256,3,8888
257,3,11011
258,2,1221
259,2,2332
260,2,545
261,2,747
262,0,262
263,3,2662
264,3,4884
265,5,45254
266,11,88555588
267,3,13431
268,2,1441
269,2,2552
270,2,585
271,2,787
272,0,272
273,4,5115
274,4,9559
275,5,44044
276,15,8836886388
277,3,15851
278,2,1661
279,2,2772
280,4,2662
281,6,45254
282,0,282
283,3,2552
284,3,4774
285,3,6996
286,23,8813200023188
287,7,233332
288,2,1881
289,2,2992
290,4,2552
291,4,6996
292,0,292
293,3,2992
294,4,9339
295,0,0
296,7,881188
297,5,79497
298,3,3113
299,3,5335
300,1,303
301,1,404
302,1,505
303,0,303
304,1,707
305,1,808
306,1,909
307,2,1111
308,1,1111
309,2,3333
310,1,323
311,1,424
312,1,525
313,0,313
314,1,727
315,1,828
316,1,929
317,2,1331
318,2,2442
319,2,3553
320,1,343
321,1,444
322,1,545
323,0,323
324,1,747
325,1,848
326,1,949
327,2,1551
328,2,2662
329,2,3773
330,1,363
331,1,464
332,1,565
333,0,333
334,1,767
335,1,868
336,1,969
337,2,1771
338,2,2882
339,2,3993
340,1,383
341,1,484
342,1,585
343,0,343
344,1,787
345,1,888
346,1,989
347,2,1991
348,3,5115
349,3,7337
350,2,707
351,2,909
352,2,1111
353,0,353
354,3,6666
355,3,8888
356,3,11011
357,2,1221
358,2,2332
359,2,3443
360,2,747
361,2,949
362,3,2662
363,0,363
364,5,45254
365,11,88555588
366,3,13431
367,2,1441
368,2,2552
369,2,3663
370,2,787
371,2,989
372,4,5115
373,0,373
374,5,44044
375,15,8836886388
376,3,15851
377,2,1661
378,2,2772
379,2,3883
380,6,45254
381,4,13431
382,3,2552
383,0,383
384,3,6996
385,23,8813200023188
386,7,233332
387,2,1881
388,2,2992
389,3,7117
390,4,6996
391,8,233332
392,3,2992
393,0,393
394,0,0
395,7,881188
396,5,79497
397,3,3113
398,3,5335
399,3,7557
400,1,404
401,1,505
402,1,606
403,1,707
404,0,404
405,1,909
406,2,1111
407,1,1111
408,2,3333
409,2,4444
410,1,424
411,1,525
412,1,626
413,1,727
414,0,414
415,1,929
416,2,1331
417,2,2442
418,2,3553
419,2,4664
420,1,444
421,1,545
422,1,646
423,1,747
424,0,424
425,1,949
426,2,1551
427,2,2662
428,2,3773
429,2,4884
430,1,464
431,1,565
432,1,666
433,1,767
434,0,434
435,1,969
436,2,1771
437,2,2882
438,2,3993
439,3,9119
440,1,484
441,1,585
442,1,686
443,1,787
444,0,444
445,1,989
446,2,1991
447,3,5115
448,3,7337
449,3,9559
450,2,909
451,2,1111
452,3,4444
453,3,6666
454,0,454
455,3,11011
456,2,1221
457,2,2332
458,2,3443
459,2,4554
460,2,949
461,3,2662
462,3,4884
463,5,45254
464,0,464
465,3,13431
466,2,1441
467,2,2552
468,2,3663
469,2,4774
470,2,989
471,4,5115
472,4,9559
473,5,44044
474,0,474
475,3,15851
476,2,1661
477,2,2772
478,2,3883
479,2,4994
480,4,13431
481,3,2552
482,3,4774
483,3,6996
484,0,484
485,7,233332
486,2,1881
487,2,2992
488,3,7117
489,3,9339
490,8,233332
491,3,2992
492,4,9339
493,0,0
494,0,494
495,5,79497
496,3,3113
497,3,5335
498,3,7557
499,3,9779
500,1,505
501,1,606
502,1,707
503,1,808
504,1,909
505,0,505
506,1,1111
507,2,3333
508,2,4444
509,2,5555
510,1,525
511,1,626
512,1,727
513,1,828
514,1,929
515,0,515
516,2,2442
517,2,3553
518,2,4664
519,2,5775
520,1,545
521,1,646
522,1,747
523,1,848
524,1,949
525,0,525
526,2,2662
527,2,3773
528,2,4884
529,2,5995
530,1,565
531,1,666
532,1,767
533,1,868
534,1,969
535,0,535
536,2,2882
537,2,3993
538,3,9119
539,4,25652
540,1,585
541,1,686
542,1,787
543,1,888
544,1,989
545,0,545
546,3,5115
547,3,7337
548,3,9559
549,5,59895
550,2,1111
551,3,4444
552,3,6666
553,3,8888
554,3,11011
555,0,555
556,2,2332
557,2,3443
558,2,4554
559,2,5665
560,3,2662
561,3,4884
562,5,45254
563,11,88555588
564,3,13431
565,0,565
566,2,2552
567,2,3663
568,2,4774
569,2,5885
570,4,5115
571,4,9559
572,5,44044
573,15,8836886388
574,3,15851
575,0,575
576,2,2772
577,2,3883
578,2,4994
579,4,23232
580,3,2552
581,3,4774
582,3,6996
583,23,8813200023188
584,7,233332
585,0,585
586,2,2992
587,3,7117
588,3,9339
589,8,1136311
590,3,2992
591,4,9339
592,0,0
593,7,881188
594,5,79497
595,0,595
596,3,5335
597,3,7557
598,3,9779
599,4,22022
600,1,606
601,1,707
602,1,808
603,1,909
604,2,1111
605,1,1111
606,0,606
607,2,4444
608,2,5555
609,2,6666
610,1,626
611,1,727
612,1,828
613,1,929
614,2,1331
615,2,2442
616,0,616
617,2,4664
618,2,5775
619,2,6886
620,1,646
621,1,747
622,1,848
623,1,949
624,2,1551
625,2,2662
626,0,626
627,2,4884
628,2,5995
629,4,45254
630,1,666
631,1,767
632,1,868
633,1,969
634,2,1771
635,2,2882
636,0,636
637,3,9119
638,4,25652
639,5,99099
640,1,686
641,1,787
642,1,888
643,1,989
644,2,1991
645,3,5115
646,0,646
647,3,9559
648,5,59895
649,4,44044
650,3,4444
651,3,6666
652,3,8888
653,3,11011
654,2,1221
655,2,2332
656,0,656
657,2,4554
658,2,5665
659,2,6776
660,3,4884
661,5,45254
662,11,88555588
663,3,13431
664,2,1441
665,2,2552
666,0,666
667,2,4774
668,2,5885
669,2,6996
670,4,9559
671,5,44044
672,15,8836886388
673,3,15851
674,2,1661
675,2,2772
676,0,676
677,2,4994
678,4,23232
679,4,47674
680,3,4774
681,3,6996
