682,23,8813200023188
683,7,233332
684,2,1881
685,2,2992
686,0,686
687,3,9339
688,8,1136311
689,0,0
690,4,9339
691,0,0
692,7,881188
693,5,79497
694,3,3113
695,3,5335
696,0,696
697,3,9779
698,4,22022
699,4,46464
700,1,707
701,1,808
702,1,909
703,2,1111
704,1,1111
705,2,3333
706,2,4444
707,0,707
708,2,6666
709,2,7777
710,1,727
711,1,828
712,1,929
713,2,1331
714,2,2442
715,2,3553
716,2,4664
717,0,717
718,2,6886
719,2,7997
720,1,747
721,1,848
722,1,949
723,2,1551
724,2,2662
725,2,3773
726,2,4884
727,0,727
728,4,45254
729,4,69696
730,1,767
731,1,868
732,1,969
733,2,1771
734,2,2882
735,2,3993
736,3,9119
737,0,737
738,5,99099
739,17,5233333325
740,1,787
741,1,888
742,1,989
743,2,1991
744,3,5115
745,3,7337
746,3,9559
747,0,747
748,4,44044
749,4,68486
750,3,6666
751,3,8888
752,3,11011
753,2,1221
754,2,2332
755,2,3443
756,2,4554
757,0,757
758,2,6776
759,2,7887
760,5,45254
761,11,88555588
762,3,13431
763,2,1441
764,2,2552
765,2,3663
766,2,4774
767,0,767
768,2,6996
769,4,67276
770,5,44044
771,15,8836886388
772,3,15851
773,2,1661
774,2,2772
775,2,3883
776,2,4994
777,0,777
778,4,47674
779,6,475574
780,3,6996
781,23,8813200023188
782,7,233332
783,2,1881
784,2,2992
785,3,7117
786,3,9339
787,0,787
788,0,0
789,4,66066
790,0,0
791,7,881188
792,5,79497
793,3,3113
794,3,5335
795,3,7557
796,3,9779
797,0,797
798,4,46464
799,6,449944
800,1,808
801,1,909
802,2,1111
803,1,1111
804,2,3333
805,2,4444
806,2,5555
807,2,6666
808,0,808
809,2,8888
810,1,828
811,1,929
812,2,1331
813,2,2442
814,2,3553
815,2,4664
816,2,5775
817,2,6886
818,0,818
819,4,89298
820,1,848
821,1,949
822,2,1551
823,2,2662
824,2,3773
825,2,4884
826,2,5995
827,4,45254
828,0,828
829,10,88555588
830,1,868
831,1,969
832,2,1771
833,2,2882
834,2,3993
835,3,9119
836,4,25652
837,5,99099
838,0,838
839,4,88088
840,1,888
841,1,989
842,2,1991
843,3,5115
844,3,7337
845,3,9559
846,5,59895
847,4,44044
848,0,848
849,14,8836886388
850,3,8888
851,3,11011
852,2,1221
853,2,2332
854,2,3443
855,2,4554
856,2,5665
857,2,6776
858,0,858
859,2,8998
860,11,88555588
861,3,13431
862,2,1441
863,2,2552
864,2,3663
865,2,4774
866,2,5885
867,2,6996
868,0,868
869,22,8813200023188
870,15,8836886388
871,3,15851
872,2,1661
873,2,2772
874,2,3883
875,2,4994
876,4,23232
877,4,47674
878,0,878
879,0,0
880,23,8813200023188
881,7,233332
882,2,1881
883,2,2992
884,3,7117
885,3,9339
886,8,1136311
887,0,0
888,0,888
889,0,0
890,7,881188
891,5,79497
892,3,3113
893,3,5335
894,3,7557
895,3,9779
896,4,22022
897,4,46464
898,0,898
899,17,133697796331
900,1,909
901,2,1111
902,1,1111
903,2,3333
904,2,4444
905,2,5555
906,2,6666
907,2,7777
908,2,8888
909,0,909
910,1,929
911,2,1331
912,2,2442
913,2,3553
914,2,4664
915,2,5775
916,2,6886
917,2,7997
918,4,89298
919,0,919
920,1,949
921,2,1551
922,2,2662
923,2,3773
924,2,4884
925,2,5995
926,4,45254
927,4,69696
928,10,88555588
929,0,929
930,1,969
931,2,1771
932,2,2882
933,2,3993
934,3,9119
935,4,25652
936,5,99099
937,17,5233333325
938,4,88088
939,0,939
940,1,989
941,2,1991
942,3,5115
943,3,7337
944,3,9559
945,5,59895
946,4,44044
947,4,68486
948,14,8836886388
949,0,949
950,3,11011
951,2,1221
952,2,2332
953,2,3443
954,2,4554
955,2,5665
956,2,6776
957,2,7887
958,2,8998
959,0,959
960,3,13431
961,2,1441
962,2,2552
963,2,3663
964,2,4774
965,2,5885
966,2,6996
967,4,67276
968,22,8813200023188
969,0,969
970,3,15851
971,2,1661
972,2,2772
973,2,3883
974,2,4994
975,4,23232
976,4,47674
977,6,475574
978,0,0
979,0,979
980,7,233332
981,2,1881
982,2,2992
983,3,7117
984,3,9339
985,8,1136311
986,0,0
987,4,66066
988,0,0
989,0,989
990,5,79497
991,3,3113
992,3,5335
993,3,7557
994,3,9779
995,4,22022
996,4,46464
997,6,449944
998,17,133697796331
999,0,999
1000,1,1001
1001,0,1001
1002,1,3003
1003,1,4004
1004,1,5005
1005,1,6006
1006,1,7007
1007,1,8008
1008,1,9009
1009,2,11011
1010,1,1111
1011,1,2112
1012,1,3113
1013,1,4114
1014,1,5115
1015,1,6116
1016,1,7117
1017,1,8118
1018,1,9119
1019,2,12221
1020,1,1221
1021,1,2222
1022,1,3223
1023,1,4224
1024,1,5225
1025,1,6226
1026,1,7227
1027,1,8228
1028,1,9229
1029,2,13431
1030,1,1331
1031,1,2332
1032,1,3333
1033,1,4334
1034,1,5335
1035,1,6336
1036,1,7337
1037,1,8338
1038,1,9339
1039,2,14641
1040,1,1441
1041,1,2442
1042,1,3443
1043,1,4444
1044,1,5445
1045,1,6446
1046,1,7447
1047,1,8448
1048,1,9449
1049,2,15851
1050,1,1551
1051,1,2552
1052,1,3553
1053,1,4554
1054,1,5555
1055,1,6556
1056,1,7557
1057,1,8558
1058,1,9559
1059,4,56265
1060,1,1661
1061,1,2662
1062,1,3663
1063,1,4664
1064,1,5665
1065,1,6666
1066,1,7667
1067,1,8668
1068,1,9669
1069,6,233332
1070,1,1771
1071,1,2772
1072,1,3773
1073,1,4774
1074,1,5775
1075,1,6776
1076,1,7777
1077,1,8778
1078,1,9779
1079,6,229922
1080,1,1881
1081,1,2882
1082,1,3883
1083,1,4884
1084,1,5885
1085,1,6886
1086,1,7887
1087,0,0
1088,1,9889
1089,4,79497
1090,1,1991
1091,1,2992
1092,1,3993
1093,1,4994
1094,1,5995
1095,1,6996
1096,1,7997
1097,1,8998
1098,1,9999
1099,2,11011
1100,1,1111
1101,1,2112
1102,1,3113
1103,1,4114
1104,1,5115
1105,1,6116
1106,1,7117
1107,1,8118
1108,1,9119
1109,2,12221
1110,1,1221
1111,0,1111
1112,1,3223
1113,1,4224
1114,1,5225
1115,1,6226
1116,1,7227
1117,1,8228
1118,1,9229
1119,2,13431
1120,1,1331
1121,1,2332
1122,1,3333
1123,1,4334
1124,1,5335
1125,1,6336
1126,1,7337
1127,1,8338
1128,1,9339
1129,2,14641
1130,1,1441
1131,1,2442
1132,1,3443
1133,1,4444
1134,1,5445
1135,1,6446
1136,1,7447
1137,1,8448
1138,1,9449
1139,2,15851
1140,1,1551
1141,1,2552
1142,1,3553
1143,1,4554
1144,1,5555
1145,1,6556
1146,1,7557
1147,1,8558
1148,1,9559
1149,4,56265
1150,1,1661
1151,1,2662
1152,1,3663
1153,1,4664
1154,1,5665
1155,1,6666
1156,1,7667
1157,1,8668
1158,1,9669
1159,6,233332
1160,1,1771
1161,1,2772
1162,1,3773
1163,1,4774
1164,1,5775
1165,1,6776
1166,1,7777
1167,1,8778
1168,1,9779
1169,6,229922
1170,1,1881
1171,1,2882
1172,1,3883
1173,1,4884
1174,1,5885
1175,1,6886
1176,1,7887
1177,1,8888
1178,1,9889
1179,4,79497
1180,1,1991
1181,1,2992
1182,1,3993
1183,1,4994
1184,1,5995
1185,1,6996
1186,0,0
1187,1,8998
1188,1,9999
1189,2,11011
1190,2,3113
1191,2,5115
1192,2,7117
1193,2,9119
1194,3,23232
1195,3,45254
1196,3,67276
1197,3,89298
1198,3,112211
1199,2,12221
1200,1,1221
1201,1,2222
1202,1,3223
1203,1,4224
1204,1,5225
1205,1,6226
1206,1,7227
1207,1,8228
1208,1,9229
1209,2,13431
1210,1,1331
1211,1,2332
1212,1,3333
1213,1,4334
1214,1,5335
1215,1,6336
1216,1,7337
1217,1,8338
1218,1,9339
1219,2,14641
1220,1,1441
1221,0,1221
1222,1,3443
1223,1,4444
1224,1,5445
1225,1,6446
1226,1,7447
1227,1,8448
1228,1,9449
1229,2,15851
1230,1,1551
1231,1,2552
1232,1,3553
1233,1,4554
1234,1,5555
1235,1,6556
1236,1,7557
1237,1,8558
1238,1,9559
1239,4,56265
1240,1,1661
1241,1,2662
1242,1,3663
1243,1,4664
1244,1,5665
1245,1,6666
1246,1,7667
1247,1,8668
1248,1,9669
1249,6,233332
1250,1,1771
1251,1,2772
1252,1,3773
1253,1,4774
1254,1,5775
1255,1,6776
1256,1,7777
1257,1,8778
1258,1,9779
1259,6,229922
1260,1,1881
1261,1,2882
1262,1,3883
1263,1,4884
1264,1,5885
1265,1,6886
1266,1,7887
1267,1,8888
1268,1,9889
1269,4,79497
1270,1,1991
1271,1,2992
1272,1,3993
1273,1,4994
1274,1,5995
1275,1,6996
1276,1,7997
1277,1,8998
1278,1,9999
1279,2,11011
1280,2,3113
1281,2,5115
1282,2,7117
1283,2,9119
1284,3,23232
1285,0,0
1286,3,67276
1287,3,89298
1288,3,112211
1289,2,12221
1290,2,3333
1291,2,5335
1292,2,7337
1293,2,9339
1294,3,25652
1295,3,47674
1296,3,69696
1297,21,8813200023188
1298,3,125521
1299,2,13431
1300,1,1331
1301,1,2332
1302,1,3333
1303,1,4334
1304,1,5335
1305,1,6336
1306,1,7337
1307,1,8338
1308,1,9339
1309,2,14641
1310,1,1441
1311,1,2442
1312,1,3443
1313,1,4444
1314,1,5445
1315,1,6446
1316,1,7447
1317,1,8448
1318,1,9449
1319,2,15851
1320,1,1551
1321,1,2552
1322,1,3553
1323,1,4554
1324,1,5555
1325,1,6556
1326,1,7557
1327,1,8558
1328,1,9559
1329,4,56265
1330,1,1661
1331,0,1331
1332,1,3663
1333,1,4664
1334,1,5665
1335,1,6666
1336,1,7667
1337,1,8668
1338,1,9669
1339,6,233332
1340,1,1771
1341,1,2772
1342,1,3773
1343,1,4774
1344,1,5775
1345,1,6776
1346,1,7777
1347,1,8778
1348,1,9779
1349,6,229922
1350,1,1881
1351,1,2882
1352,1,3883
1353,1,4884
1354,1,5885
1355,1,6886
1356,1,7887
1357,1,8888
1358,1,9889
1359,4,79497
1360,1,1991
1361,1,2992
1362,1,3993
1363,1,4994
1364,1,5995
1365,1,6996
1366,1,7997
1367,1,8998
1368,1,9999
1369,2,11011
1370,2,3113
1371,2,5115
1372,2,7117
1373,2,9119
1374,3,23232
1375,3,45254
1376,3,67276
1377,3,89298
1378,3,112211
1379,2,12221
1380,2,3333
1381,2,5335
1382,2,7337
1383,2,9339
1384,0,0
1385,3,47674
1386,3,69696
1387,21,8813200023188
1388,3,125521
1389,2,13431
1390,2,3553
1391,2,5555
1392,2,7557
1393,2,9559
1394,7,1136311
1395,4,99099
1396,5,475574
1397,9,88555588
1398,3,138831
1399,2,14641
1400,1,1441
1401,1,2442
1402,1,3443
1403,1,4444
1404,1,5445
1405,1,6446
1406,1,7447
1407,1,8448
1408,1,9449
1409,2,15851
1410,1,1551
1411,1,2552
1412,1,3553
1413,1,4554
1414,1,5555
1415,1,6556
1416,1,7557
1417,1,8558
1418,1,9559
1419,4,56265
1420,1,1661
1421,1,2662
1422,1,3663
1423,1,4664
1424,1,5665
1425,1,6666
1426,1,7667
1427,1,8668
1428,1,9669
1429,6,233332
1430,1,1771
1431,1,2772
1432,1,3773
1433,1,4774
1434,1,5775
1435,1,6776
1436,1,7777
1437,1,8778
1438,1,9779
1439,6,229922
1440,1,1881
1441,0,1441
1442,1,3883
1443,1,4884
1444,1,5885
1445,1,6886
1446,1,7887
1447,1,8888
1448,1,9889
1449,4,79497
1450,1,1991
1451,1,2992
1452,1,3993
1453,1,4994
1454,1,5995
1455,1,6996
1456,1,7997
1457,1,8998
1458,1,9999
1459,2,11011
1460,2,3113
1461,2,5115
1462,2,7117
1463,2,9119
1464,3,23232
1465,3,45254
1466,3,67276
1467,3,89298
1468,3,112211
1469,2,12221
1470,2,3333
1471,2,5335
1472,2,7337
1473,2,9339
1474,3,25652
1475,3,47674
1476,3,69696
1477,21,8813200023188
1478,3,125521
1479,2,13431
1480,2,3553
1481,2,5555
1482,2,7557
1483,0,0
1484,7,1136311
1485,4,99099
1486,5,475574
1487,9,88555588
1488,3,138831
1489,2,14641
1490,2,3773
1491,2,5775
1492,2,7777
1493,2,9779
1494,4,59895
1495,0,0
